n,run_idx,phase_bits,phase1_shots,phase2_shots,fidelity,elapsed_s,support_size,support_hit,support_indices
3,93,3,16384,8192,0.9999941590580139,3.794586200005142,2,1,000 111
3,94,3,16384,8192,0.9999978441608923,3.7584145000000717,2,1,000 111
3,95,3,16384,8192,0.9999570469522563,3.8392986999970162,2,1,000 111
3,96,3,16384,8192,0.999991739989972,3.8720058999897446,2,1,000 111
3,97,3,16384,8192,0.9999682025158156,3.8384609000058845,2,1,000 111
3,98,3,16384,8192,0.9999994599858933,3.818530100004864,2,1,000 111
3,99,3,16384,8192,0.9999926803295991,3.839746700003161,2,1,000 111
3,100,3,16384,8192,0.9999952754251997,3.7892565000074683,2,1,000 111
3,101,3,16384,8192,0.999998700698797,3.7875283999892417,2,1,000 111
3,102,3,16384,8192,0.9999905105666054,3.7914343000011286,2,1,000 111
3,103,3,16384,8192,0.9999838415262966,3.858657900011167,2,1,000 111
3,104,3,16384,8192,0.9999935789649984,3.842904000004637,2,1,000 111
3,105,3,16384,8192,0.9999997161153985,3.8169599999964703,2,1,000 111
3,106,3,16384,8192,0.9999824232711321,3.7891473999916343,2,1,000 111
3,107,3,16384,8192,0.9999910839444506,3.8108391999994637,2,1,000 111
3,108,3,16384,8192,0.9999890918925733,3.7601310999889392,2,1,000 111
3,109,3,16384,8192,0.999999651290896,3.7896598000079393,2,1,000 111
3,110,3,16384,8192,0.9999764286012794,3.8165236999921035,2,1,000 111
3,111,3,16384,8192,0.9999781604499256,3.805525799994939,2,1,000 111
3,112,3,16384,8192,0.9999309460381428,3.8571079000103055,2,1,000 111
3,113,3,16384,8192,0.9999563241307412,3.8012213000038173,2,1,000 111
3,114,3,16384,8192,0.9999906067092132,3.8057979999866802,2,1,000 111
3,115,3,16384,8192,0.9999987460908624,3.7625778000074206,2,1,000 111
3,116,3,16384,8192,0.9999990734483138,3.78178749998915,2,1,000 111
3,117,3,16384,8192,0.9999889975480475,3.795330599998124,2,1,000 111
